0:00:00.038900,0.000337,1050
0:00:00.175532,0.000674,1085
0:00:00.242871,0.000674,1085
0:00:00.312685,0.000674,1085
0:00:00.380503,0.000674,1085
0:00:00.449320,0.000674,1085
0:00:00.518681,0.000674,1085
0:00:00.613658,0.000674,1085
0:00:00.746455,0.000674,1085
0:00:00.813571,0.000674,1085
0:00:00.888247,0.000674,1085
0:00:00.956836,0.000674,1085
0:00:01.028780,0.000674,1085
0:00:01.095427,0.000674,1085
0:00:01.203011,0.000674,1085
0:00:01.270759,0.000674,1085
0:00:01.339421,0.000674,1085
0:00:01.408098,0.000674,1085
0:00:01.477927,0.000674,1085
0:00:01.545738,0.000674,1085
0:00:01.613556,0.000674,1085
0:00:01.685365,0.000674,1085
0:00:01.752826,0.000674,1085
0:00:01.884475,0.000674,1085
0:00:01.953041,0.000674,1085
0:00:02.131073,0.000674,1085
0:00:02.203879,0.000674,1085
0:00:02.273776,0.000674,1085
0:00:02.342430,0.000674,1085
0:00:02.411585,0.000674,1085
0:00:02.483393,0.000674,1085
0:00:02.555201,0.000674,1085
0:00:02.622832,0.001011,1187
0:00:02.691509,0.001011,1187
0:00:02.772251,0.001011,1187
0:00:02.841104,0.001011,1187
0:00:02.914906,0.001011,1187
0:00:03.011202,0.001348,1305
0:00:03.088992,0.001348,1305
0:00:03.160407,0.001348,1305
0:00:03.250870,0.001348,1305
0:00:03.329658,0.001348,1305
0:00:03.407451,0.001348,1305
0:00:03.483249,0.001348,1305
0:00:03.557144,0.001348,1305
0:00:03.630943,0.001348,1305
0:00:03.706818,0.001348,1305
0:00:03.780137,0.001348,1305
0:00:03.858934,0.001348,1305
0:00:03.933727,0.001348,1305
0:00:04.011510,0.001685,1420
0:00:04.086319,0.001685,1420
0:00:04.160112,0.001685,1420
0:00:04.239899,0.001685,1420
0:00:04.318435,0.001685,1420
0:00:04.396225,0.001685,1420
0:00:04.469587,0.001685,1420
0:00:04.543332,0.001685,1420
0:00:04.620126,0.001685,1420
0:00:04.694568,0.001685,1420
0:00:04.768370,0.001685,1420
0:00:04.847698,0.001685,1420
0:00:04.947322,0.001685,1420
0:00:05.037081,0.001685,1420
0:00:05.114874,0.001685,1420
0:00:05.192666,0.001685,1420
0:00:05.268462,0.001685,1420
0:00:05.343263,0.001685,1420
0:00:05.418063,0.001685,1420
0:00:05.487877,0.001685,1420
0:00:05.569662,0.001685,1420
0:00:05.647449,0.001685,1420
0:00:05.721845,0.001685,1420
0:00:05.802630,0.001685,1420
0:00:05.892390,0.001685,1420
0:00:05.972769,0.001685,1420
0:00:06.051559,0.001685,1420
0:00:06.129354,0.001685,1420
0:00:06.224108,0.001685,1420
0:00:06.310865,0.001685,1420
0:00:06.414588,0.001685,1420
0:00:06.498874,0.001685,1420
0:00:06.597611,0.001685,1420
0:00:06.780746,0.001685,1420
0:00:06.861530,0.001685,1420
0:00:06.938667,0.001685,1420
0:00:07.020325,0.001685,1420
0:00:07.089747,0.001685,1420
0:00:07.167526,0.001685,1420
0:00:07.245531,0.001685,1420
0:00:07.321543,0.001685,1420
0:00:07.394245,0.001685,1420
0:00:07.487465,0.001685,1420
0:00:07.566480,0.001685,1420
0:00:07.650974,0.001685,1420
0:00:07.739058,0.001685,1420
0:00:07.820599,0.001685,1420
0:00:07.903906,0.001685,1420
0:00:07.987877,0.001685,1420
0:00:08.064359,0.001685,1420
0:00:08.142545,0.001685,1420
0:00:08.221308,0.001685,1420
0:00:08.298556,0.001685,1420
0:00:08.378836,0.001685,1420
0:00:08.457597,0.001685,1420
0:00:08.530301,0.001685,1420
0:00:08.603761,0.001685,1420
0:00:08.690855,0.001685,1420
0:00:08.785522,0.001685,1420
0:00:08.865042,0.001685,1420
0:00:08.941461,0.001685,1420
0:00:09.025593,0.001685,1420
0:00:09.102078,0.001685,1420
0:00:09.180454,0.001685,1420
0:00:09.266789,0.001685,1420
0:00:09.347067,0.001685,1420
0:00:09.424316,0.001685,1420
0:00:09.500049,0.001685,1420
0:00:09.578812,0.001685,1420
0:00:09.656061,0.001685,1420
0:00:09.728918,0.001685,1420
0:00:09.803873,0.001685,1420
0:00:09.894754,0.001685,1420
0:00:09.975485,0.001685,1420
0:00:10.064095,0.001685,1420
0:00:10.137571,0.001685,1420
0:00:10.221623,0.001685,1420
0:00:10.298110,0.001685,1420
0:00:10.375894,0.001685,1420
0:00:10.448598,0.001685,1420
0:00:10.544779,0.001685,1420
0:00:10.623541,0.001685,1420
0:00:10.701947,0.001685,1420
0:00:10.782975,0.001685,1420
0:00:10.864009,0.001685,1420
0:00:10.951117,0.001685,1420
0:00:11.022057,0.001685,1420
0:00:11.098547,0.001685,1420
0:00:11.175036,0.001685,1420
0:00:11.251526,0.001685,1420
0:00:11.325745,0.001685,1420
0:00:11.410437,0.001685,1420
0:00:11.486927,0.001685,1420
0:00:11.564936,0.001685,1420
0:00:11.639155,0.001685,1420
0:00:11.715715,0.001685,1420
0:00:11.786904,0.001685,1420
0:00:11.865668,0.001685,1420
0:00:11.939129,0.001685,1420
0:00:12.010179,0.001685,1420
0:00:12.084397,0.001685,1420
0:00:12.157860,0.001685,1420
0:00:12.229049,0.001685,1420
0:00:12.301754,0.001685,1420
0:00:12.377486,0.001685,1420
0:00:12.450949,0.001685,1420
